14	8	4922.43896484375	166.508911132813	spritesheet	1.570459
15	8	4920.10302734375	424.021301269531	spritesheet	1.569963
16	8	4918.068359375	681.52392578125	spritesheet	1.569771
17	8	4916.71826171875	939.021991729736	spritesheet	1.569741
18	1	4984.181640625	1160.51274108887	spritesheet	-0.001140179
19	8	5257.17578125	166.500427246094	spritesheet	1.570824
20	8	5258.94091796875	424.000305175781	spritesheet	1.570849
21	8	5258.79833984375	681.499786376953	spritesheet	1.570851
22	8	4635.986328125	166.502563476563	spritesheet	1.570903
23	8	4636.0830078125	424.005676269531	spritesheet	1.571054
24	8	4638.361328125	681.504241943359	spritesheet	1.571063
25	1	4706.884765625	902.995391845703	spritesheet	0.0001809155
26	1	5325.298828125	902.99479675293	spritesheet	1.159239E-05
27	8	5465.22509765625	166.534912109375	spritesheet	1.571887
28	8	5686.58251953125	166.6025390625	spritesheet	1.567573
29	8	5574.2783203125	328.116821289063	spritesheet	-0.0004085488
30	8	5575.5947265625	490.060028076172	spritesheet	1.571169
31	1	5643.4599609375	711.847503662109	spritesheet	0.0003057957
32	1	5644.54931640625	130.719970703125	spritesheet	0.003900064
33	8	4457.064453125	166.556884765625	spritesheet	1.569022
34	8	4242.5029296875	166.667236328125	spritesheet	1.576074
35	8	4354.6337890625	328.177307128906	spritesheet	0.0005881871
36	8	4360.3193359375	489.688903808594	spritesheet	1.571855
37	1	4426.51025390625	711.189331054688	spritesheet	0.001049839
38	1	4434.48974609375	130.467529296875	spritesheet	7.665833E-05
39	8	4061.328125	166.500061035156	spritesheet	1.570797
40	8	5885.87158203125	166.72900390625	spritesheet	1.574673
41	1	4129.818359375	387.998107910156	spritesheet	-1.833904E-05
43	1	5949.32763671875	388.243713378906	spritesheet	0.003863477
