14	8	4886.1435546875	166.51708984375	spritesheet	1.570144
15	8	5094.412109375	166.456909179688	spritesheet	1.570637
16	8	4676.74169921875	166.464111328125	spritesheet	1.5707
17	8	4758.04296875	327.903381347656	spritesheet	-0.0008328484
18	8	5014.44140625	325.787963867188	spritesheet	0.001399524
19	8	5315.9853515625	166.497436523438	spritesheet	1.570751
20	8	5528.71484375	166.520568847656	spritesheet	1.570154
21	8	5726.9296875	166.796325683594	spritesheet	1.564699
22	1	5699.86279296875	130.830139160156	spritesheet	-0.0001864119
23	1	5488.7841796875	130.786071777344	spritesheet	0.003917674
24	1	5068.04931640625	130.490539550781	spritesheet	2.24675E-05
25	1	4855.419921875	130.489074707031	spritesheet	2.564129E-05
26	8	5396.78125	328.003173828125	spritesheet	-0.0002027026
27	8	5654.90576171875	328.6650390625	spritesheet	-0.001789369
28	8	4454.59375	166.50244140625	spritesheet	1.57087
29	8	4234.88623046875	166.516540527344	spritesheet	1.570281
30	8	4014.21630859375	166.511535644531	spritesheet	1.571155
31	8	4365.125	328.071716308594	spritesheet	0.0005818575
32	8	4103.29541015625	328.032897949219	spritesheet	-2.455389E-05
33	1	4418.642578125	130.490539550781	spritesheet	2.246194E-05
34	1	4196.97119140625	130.766967773438	spritesheet	0.003786327
35	10	5128.29052734375	619.875640869141	spritesheet	-0.002075801
36	9	5411.228515625	475.120147705078	spritesheet	1.568968
37	9	5022.501953125	474.775543212891	spritesheet	1.570731
38	9	4773.34130859375	470.561645507813	spritesheet	1.569729
39	9	4390.10546875	470.908966064453	spritesheet	1.572516
40	10	4498.3642578125	617.85107421875	spritesheet	0.002725855
41	9	4685.56298828125	762.50634765625	spritesheet	1.573886
42	9	4456.67138671875	763.19580078125	spritesheet	1.573784
43	9	5095.66845703125	762.383117675781	spritesheet	1.56712
44	9	5327.4833984375	762.994216918945	spritesheet	1.567675
45	10	5131.673828125	907.653198242188	spritesheet	-0.002992827
46	10	4499.314453125	907.856811523438	spritesheet	0.004035172
47	9	4689.2763671875	1052.38647460938	spritesheet	1.575133
48	9	4457.4755859375	1053.36315917969	spritesheet	1.575266
49	9	5096.64404296875	1052.27416992188	spritesheet	1.567168
50	9	5331.951171875	1052.99426269531	spritesheet	1.567502
51	10	5137.1884765625	1197.64733886719	spritesheet	-0.003083114
52	10	4509.3046875	1197.78662109375	spritesheet	0.004235637
53	1	4644.10986328125	1033.220703125	spritesheet	0.004468437
54	1	4635.826171875	743.26301574707	spritesheet	0.003011637
55	1	5284.7744140625	1032.97546386719	spritesheet	-0.002535466
56	1	5276.57470703125	743.093643188477	spritesheet	-0.001821008
57	11	5288.20703125	1278.65161132813	spritesheet	1.567637
58	11	4641.56201171875	1278.84567260742	spritesheet	1.575055
59	8	4904.94580078125	972.480590820313	spritesheet	-0.0001703696
60	8	4892.9130859375	682.752990722656	spritesheet	-5.801744E-05
61	1	4980.07861328125	1097.55517578125	spritesheet	0.0007473897
62	1	4966.74658203125	807.885314941406	spritesheet	0.0008059259
