14	12	4935.8720703125	1170.04254150391	spritesheet	0
15	13	4961.02099609375	1172.29788208008	spritesheet	0
16	14	5090.78662109375	1172.04254150391	spritesheet	0
17	12	4926.59521484375	231.532043457031	spritesheet	0
18	13	4950.51025390625	231.14892578125	spritesheet	0
19	14	5082.80859375	232.000061035156	spritesheet	0
20	12	5577.63818359375	701.382965087891	spritesheet	0
21	13	5606.12744140625	702.106399536133	spritesheet	0
22	14	5737.25537109375	702.191513061523	spritesheet	0
23	12	4284.552734375	693.127670288086	spritesheet	0
24	13	4312.21240234375	693.127670288086	spritesheet	0
25	14	4442	695.255340576172	spritesheet	0
26	1	4971.4169921875	1297.97875976563	spritesheet	-0.002038706
27	1	5616.8935546875	827.862945556641	spritesheet	2.984425E-07
28	1	4957.2353515625	356.644104003906	spritesheet	1.088715E-05
29	1	4318.6005859375	818.626495361328	spritesheet	2.762457E-06
30	10	4880.26708984375	460.502471923828	spritesheet	1.570312
31	10	4733.6982421875	460.0341796875	spritesheet	1.571012
32	9	4897.17333984375	688.832305908203	spritesheet	-0.003046724
33	10	5599.29150390625	233.500915527344	spritesheet	1.570738
34	10	5713.86328125	233.508422851563	spritesheet	1.570247
36	9	5744.44580078125	462.009185791016	spritesheet	-0.0001222129
37	10	5663.4365234375	690.513488769531	spritesheet	1.570405
38	9	5748.1201171875	919.020691871643	spritesheet	3.606044E-05
39	8	5742.63720703125	1080.52076721191	spritesheet	1.570834
40	1	5808.634765625	1302.01995849609	spritesheet	3.167952E-05
41	9	4977.27783203125	1317.52984619141	spritesheet	1.568756
42	9	4831.21533203125	1317.50643920898	spritesheet	1.579877
43	9	4904.1103515625	1462.80804443359	spritesheet	-0.0001859433
44	1	4963.58544921875	814.269424438477	spritesheet	-0.002406466
45	10	4293.18017578125	233.500122070313	spritesheet	1.570791
47	10	4410.47509765625	233.502258300781	spritesheet	1.570652
48	9	4439.494140625	462.002227783203	spritesheet	-3.11271E-05
49	10	4357.41845703125	690.524551391602	spritesheet	1.572224
50	8	4445.5732421875	1080.54025268555	spritesheet	1.574139
51	9	4445.2216796875	919.040665626526	spritesheet	0.003345839
53	1	4516.18994140625	1302.0299987793	spritesheet	0.003333232
54	10	5307.58935546875	233.500061035156	spritesheet	1.57076
55	10	5184.3662109375	233.500122070313	spritesheet	1.57082
56	9	5329.52685546875	461.999206542969	spritesheet	4.546217E-06
57	10	5248.60498046875	690.509719848633	spritesheet	1.571639
58	9	5334.27783203125	919.027523994446	spritesheet	0.002425257
59	8	5331.78125	1080.53315734863	spritesheet	1.57324
60	1	5402.69580078125	1302.02035522461	spritesheet	0.002388645
61	10	4001.4326171875	233.499084472656	spritesheet	1.570656
62	10	3877.92114257813	233.499267578125	spritesheet	1.57077
63	9	4033.15478515625	461.995544433594	spritesheet	1.480278E-05
64	10	3946.82763671875	690.496704101563	spritesheet	1.571547
65	9	4036.37548828125	918.996120452881	spritesheet	0.002106336
66	8	4033.787109375	1080.49751281738	spritesheet	1.572956
67	1	4100.3876953125	1301.97271728516	spritesheet	0.001944495
68	11	4966.07666015625	822.641983032227	spritesheet	-0.00209064
69	1	4970.19921875	947.991413116455	spritesheet	-0.001674786
